InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C7H8N2O4/c10-4-5-1-2-6(9(12)13)3-7(5)8-11/h1-3,8,10-11H,4H2",FIBSRGZNBDVSQY-UHFFFAOYSA-N,N(C1=CC(=CC=C1CO)[N+]([O-])=O)O,,,C7H8N2O4,184.048406736,1.1080000000000003,0,1,1,BTM00199,BTM00199,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,34,NC1=CC(=CC=C1CO)[N+]([O-])=O,"InChI=1S/C7H8N2O3/c8-7-3-6(9(11)12)2-1-5(7)4-10/h1-3,10H,4,8H2",NFOINKSCQYECSI-UHFFFAOYSA-N,,168.0534
"InChI=1S/C7H8N2O4/c8-5-2-6(9(12)13)7(11)1-4(5)3-10/h1-2,10-11H,3,8H2",VRWALBSXYGPMSX-UHFFFAOYSA-N,NC1=CC(=C(C=C1CO)O)[N+]([O-])=O,,,C7H8N2O4,184.048406736,0.8479000000000003,0,1,1,BTM00197,BTM00197,Hydroxylation of benzene on carbon para to strongly electron donating group,BTMR1048,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,34,NC1=CC(=CC=C1CO)[N+]([O-])=O,"InChI=1S/C7H8N2O3/c8-7-3-6(9(11)12)2-1-5(7)4-10/h1-3,10H,4,8H2",NFOINKSCQYECSI-UHFFFAOYSA-N,,168.0534
"InChI=1S/C7H8N2O4/c8-4-1-5(9(11)12)7-6(13-7)3(4)2-10/h1,6-7,10H,2,8H2",JMOWGQKZATYTDN-UHFFFAOYSA-N,NC=1C=C(C2C(C1CO)O2)[N+]([O-])=O,,,C7H8N2O4,184.048406736,-0.9469999999999996,0,0,0,BTM00200,BTM00200,Epoxidation of arene,BTMR1028,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,34,NC1=CC(=CC=C1CO)[N+]([O-])=O,"InChI=1S/C7H8N2O3/c8-7-3-6(9(11)12)2-1-5(7)4-10/h1-3,10H,4,8H2",NFOINKSCQYECSI-UHFFFAOYSA-N,,168.0534
"InChI=1S/C7H8N2O4/c10-4-5-1-2-6(9(12)13)3-7(5)8-11/h1-3,8,10-11H,4H2",FIBSRGZNBDVSQY-UHFFFAOYSA-N,N(C1=CC(=CC=C1CO)[N+]([O-])=O)O,,,C7H8N2O4,184.048406736,1.1080000000000003,0,1,1,BTM00199,BTM00199,N-Hydroxylation of aniline to hydroxylamine,BTMR1103,"CYP1A2
CYP2C8
CYP2C9
CYP2E1
CYP3A4",HUMAN,34,NC1=CC(=CC=C1CO)[N+]([O-])=O,"InChI=1S/C7H8N2O3/c8-7-3-6(9(11)12)2-1-5(7)4-10/h1-3,10H,4,8H2",NFOINKSCQYECSI-UHFFFAOYSA-N,,168.0534
"InChI=1S/C16H11NO/c17-12-7-10-2-1-9-4-6-14(18)13-5-3-11(8-12)15(10)16(9)13/h1-8,18H,17H2",NKDUANNZZUMWLV-UHFFFAOYSA-N,NC1=CC2=CC=C3C(=CC=C4C=CC(=C1)C2=C34)O,,,C16H11NO,233.084063972,3.0585999999999998,0,0,0,BTM00201,BTM00201,Aromatic hydroxylation of fused benzene ring,BTMR1309,"CYP1A2
CYP3A4",HUMAN,35,NC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,"InChI=1S/C16H11N/c17-14-8-12-6-4-10-2-1-3-11-5-7-13(9-14)16(12)15(10)11/h1-9H,17H2",MFUFBSLEAGDECJ-UHFFFAOYSA-N,,217.0891
"InChI=1S/C16H11NO/c18-17-14-8-12-6-4-10-2-1-3-11-5-7-13(9-14)16(12)15(10)11/h1-9,17-18H",TZICZFYABFNWGP-UHFFFAOYSA-N,N(C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34)O,,,C16H11NO,233.084063972,3.3186999999999998,0,0,0,BTM00202,BTM00202,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,35,NC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,"InChI=1S/C16H11N/c17-14-8-12-6-4-10-2-1-3-11-5-7-13(9-14)16(12)15(10)11/h1-9H,17H2",MFUFBSLEAGDECJ-UHFFFAOYSA-N,,217.0891
"InChI=1S/C16H11NO/c17-11-5-8-1-2-10-7-13-16(18-13)12-4-3-9(6-11)14(8)15(10)12/h1-7,13,16H,17H2",BDVQRFLEVPVKPD-UHFFFAOYSA-N,NC1=CC2=CC=C3C4C(C=C5C=CC(=C1)C2=C35)O4,,,C16H11NO,233.084063972,2.2407999999999992,0,0,0,BTM00203,BTM00203,Epoxidation of arene,BTMR1027,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,35,NC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,"InChI=1S/C16H11N/c17-14-8-12-6-4-10-2-1-3-11-5-7-13(9-14)16(12)15(10)11/h1-9H,17H2",MFUFBSLEAGDECJ-UHFFFAOYSA-N,,217.0891
"InChI=1S/C16H9NO/c17-11-5-8-1-2-10-7-13-16(18-13)12-4-3-9(6-11)14(8)15(10)12/h1-7H,17H2",OOYZDEAUXKMNGF-UHFFFAOYSA-N,NC1=CC2=CC=C3C=C4C(=C5C=CC(=C1)C2=C35)O4,,,C16H9NO,231.068413908,3.0562000000000005,0,0,0,BTM00204,BTM00204,Epoxidation of arene,BTMR1027,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,35,NC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,"InChI=1S/C16H11N/c17-14-8-12-6-4-10-2-1-3-11-5-7-13(9-14)16(12)15(10)11/h1-9H,17H2",MFUFBSLEAGDECJ-UHFFFAOYSA-N,,217.0891
"InChI=1S/C7H4Cl2N2OS/c8-2-1-3(9)6(12)4-5(2)11-13-7(4)10/h1,12H,10H2",PIAQXTKJIMYPJB-UHFFFAOYSA-N,NC=1SN=C2C(Cl)=CC(Cl)=C(C12)O,,,C7H4Cl2N2OS,233.942139108,2.7533000000000003,0,0,0,BTM00205,BTM00205,Hydroxylation of aromatic carbon para to halide group,BTMR1041,"CYP1A2
CYP2E1
CYP3A4",HUMAN,36,NC=1SN=C2C(Cl)=CC(Cl)=CC12,"InChI=1S/C7H4Cl2N2S/c8-3-1-4-6(5(9)2-3)11-12-7(4)10/h1-2H,10H2",SPYCJKMYYZZDMN-UHFFFAOYSA-N,,217.9472
"InChI=1S/C7H4Cl2N2OS/c8-3-1-4-6(5(9)2-3)11-13-7(4)10-12/h1-2,10,12H",PMRXIHSBUPRFRP-UHFFFAOYSA-N,N(C=1SN=C2C(Cl)=CC(Cl)=CC12)O,,,C7H4Cl2N2OS,233.942139108,3.0134,0,0,0,BTM00206,BTM00206,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,36,NC=1SN=C2C(Cl)=CC(Cl)=CC12,"InChI=1S/C7H4Cl2N2S/c8-3-1-4-6(5(9)2-3)11-12-7(4)10/h1-2H,10H2",SPYCJKMYYZZDMN-UHFFFAOYSA-N,,217.9472
"InChI=1S/C7H4Cl2N2OS/c8-3-1-2-5(4(9)6(3)12)11-13-7(2)10/h1,12H,10H2",YKXUILUOLXALBD-UHFFFAOYSA-N,NC=1SN=C2C(Cl)=C(C(Cl)=CC12)O,,,C7H4Cl2N2OS,233.942139108,2.7533000000000003,0,0,0,BTM00207,BTM00207,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,36,NC=1SN=C2C(Cl)=CC(Cl)=CC12,"InChI=1S/C7H4Cl2N2S/c8-3-1-4-6(5(9)2-3)11-12-7(4)10/h1-2H,10H2",SPYCJKMYYZZDMN-UHFFFAOYSA-N,,217.9472
"InChI=1S/C7H4Cl2N2OS/c8-2-1-3(9)6(12)4-5(2)11-13-7(4)10/h1,12H,10H2",PIAQXTKJIMYPJB-UHFFFAOYSA-N,NC=1SN=C2C(Cl)=CC(Cl)=C(C12)O,,,C7H4Cl2N2OS,233.942139108,2.7533000000000003,0,0,0,BTM00205,BTM00205,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,36,NC=1SN=C2C(Cl)=CC(Cl)=CC12,"InChI=1S/C7H4Cl2N2S/c8-3-1-4-6(5(9)2-3)11-12-7(4)10/h1-2H,10H2",SPYCJKMYYZZDMN-UHFFFAOYSA-N,,217.9472
"InChI=1S/C14H10N2O3/c15-8-3-1-2-6-10(8)13(18)7-4-5-9(17)12(16)11(7)14(6)19/h1-5,17H,15-16H2",YIICNVXTXKSTTQ-UHFFFAOYSA-N,NC1=C(C=CC=2C(=O)C3=C(N)C=CC=C3C(=O)C12)O,,,C14H10N2O3,254.06914217999997,1.3026000000000002,0,1,1,BTM00208,BTM00208,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,37,NC1=CC=CC=2C(=O)C3=C(N)C=CC=C3C(=O)C12,"InChI=1S/C14H10N2O2/c15-9-5-1-3-7-11(9)14(18)8-4-2-6-10(16)12(8)13(7)17/h1-6H,15-16H2",VWBVCOPVKXNMMZ-UHFFFAOYSA-N,,238.0742
"InChI=1S/C14H10N2O3/c15-9-3-1-2-7-11(9)14(19)8-4-6(17)5-10(16)12(8)13(7)18/h1-5,17H,15-16H2",HPJJOPCDEWYALB-UHFFFAOYSA-N,NC1=CC(=CC=2C(=O)C3=C(N)C=CC=C3C(=O)C12)O,,,C14H10N2O3,254.06914217999997,1.3026000000000002,0,1,1,BTM00209,BTM00209,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,37,NC1=CC=CC=2C(=O)C3=C(N)C=CC=C3C(=O)C12,"InChI=1S/C14H10N2O2/c15-9-5-1-3-7-11(9)14(18)8-4-2-6-10(16)12(8)13(7)17/h1-6H,15-16H2",VWBVCOPVKXNMMZ-UHFFFAOYSA-N,,238.0742
"InChI=1S/C14H10N2O3/c15-9-5-1-3-7-11(9)13(17)8-4-2-6-10(16-19)12(8)14(7)18/h1-6,16,19H,15H2",XAYYACHIUOQGHQ-UHFFFAOYSA-N,N(C1=CC=CC=2C(=O)C3=C(N)C=CC=C3C(=O)C12)O,,,C14H10N2O3,254.06914217999997,1.5627,0,1,1,BTM00210,BTM00210,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,37,NC1=CC=CC=2C(=O)C3=C(N)C=CC=C3C(=O)C12,"InChI=1S/C14H10N2O2/c15-9-5-1-3-7-11(9)14(18)8-4-2-6-10(16)12(8)13(7)17/h1-6H,15-16H2",VWBVCOPVKXNMMZ-UHFFFAOYSA-N,,238.0742
"InChI=1S/C14H12N2O2/c15-9-5-1-3-7-11(9)14(18)8-4-2-6-10(16)12(8)13(7)17/h1-6,13,17H,15-16H2",UPGRDQTUQSQLPV-UHFFFAOYSA-N,NC1=CC=CC=2C(=O)C3=C(N)C=CC=C3C(O)C12,,,C14H12N2O2,240.089877624,1.1735000000000007,0,1,1,BTM00211,BTM00211,Reduction of ketone to alcohol,BTMR1171,CYP2C9,HUMAN,37,NC1=CC=CC=2C(=O)C3=C(N)C=CC=C3C(=O)C12,"InChI=1S/C14H10N2O2/c15-9-5-1-3-7-11(9)14(18)8-4-2-6-10(16)12(8)13(7)17/h1-6H,15-16H2",VWBVCOPVKXNMMZ-UHFFFAOYSA-N,,238.0742
"InChI=1S/C11H8N6O3/c18-16-11-8-10(13-5-12-8)14-9(15-11)6-1-3-7(4-2-6)17(19)20/h1-5,18H,(H2,12,13,14,15,16)",GLRSHVZFTJEYCM-UHFFFAOYSA-N,N(C1=NC(=NC=2N=CNC12)C3=CC=C(C=C3)[N+]([O-])=O)O,,,C11H8N6O3,272.06578811599996,1.3243000000000003,0,1,1,BTM00212,BTM00212,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,38,NC1=NC(=NC=2N=CNC12)C3=CC=C(C=C3)[N+]([O-])=O,"InChI=1S/C11H8N6O2/c12-9-8-11(14-5-13-8)16-10(15-9)6-1-3-7(4-2-6)17(18)19/h1-5H,(H3,12,13,14,15,16)",LNLVLKGOVNENAN-UHFFFAOYSA-N,,256.0708
"InChI=1S/C11H8N6O3/c12-9-6-11(14-3-13-6)16-10(15-9)4-1-2-5(17(18)19)8-7(4)20-8/h1-3,7-8H,(H3,12,13,14,15,16)",AKMILMQYFQHRGM-UHFFFAOYSA-N,NC1=NC(=NC=2N=CNC12)C=3C4C(C(=CC3)[N+]([O-])=O)O4,,,C11H8N6O3,272.06578811599996,-0.15319999999999978,0,0,0,BTM00213,BTM00213,Epoxidation of arene,BTMR1028,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,38,NC1=NC(=NC=2N=CNC12)C3=CC=C(C=C3)[N+]([O-])=O,"InChI=1S/C11H8N6O2/c12-9-8-11(14-5-13-8)16-10(15-9)6-1-3-7(4-2-6)17(18)19/h1-5H,(H3,12,13,14,15,16)",LNLVLKGOVNENAN-UHFFFAOYSA-N,,256.0708
"InChI=1S/C12H9ClN4O/c13-5-1-8-11(4-12(5)18)17-10-3-7(15)6(14)2-9(10)16-8/h1-4,18H,14-15H2",HKDPABJDSJZFAU-UHFFFAOYSA-N,NC1=CC2=NC3=CC(=C(Cl)C=C3N=C2C=C1N)O,,,C12H9ClN4O,260.046488588,2.1359999999999997,0,1,1,BTM00214,BTM00214,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,39,NC1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1N,"InChI=1S/C12H9ClN4/c13-6-1-2-9-10(3-6)17-12-5-8(15)7(14)4-11(12)16-9/h1-5H,14-15H2",SAKWMMOWGNCYFV-UHFFFAOYSA-N,,244.0515
"InChI=1S/C12H9ClN4O/c13-6-1-2-8-10(3-6)16-11-4-7(14)9(17-18)5-12(11)15-8/h1-5,17-18H,14H2",YGVOIECPGABVBU-UHFFFAOYSA-N,N(C1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1N)O,,,C12H9ClN4O,260.046488588,2.3961,0,1,1,BTM00215,BTM00215,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,39,NC1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1N,"InChI=1S/C12H9ClN4/c13-6-1-2-9-10(3-6)17-12-5-8(15)7(14)4-11(12)16-9/h1-5H,14-15H2",SAKWMMOWGNCYFV-UHFFFAOYSA-N,,244.0515
"InChI=1S/C12H9ClN4O/c13-6-1-2-8-10(3-6)16-12-5-9(17-18)7(14)4-11(12)15-8/h1-5,17-18H,14H2",DZVPCVIFQJDZCL-UHFFFAOYSA-N,NC1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1NO,,,C12H9ClN4O,260.046488588,2.3961,0,1,1,BTM00216,BTM00216,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,39,NC1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1N,"InChI=1S/C12H9ClN4/c13-6-1-2-9-10(3-6)17-12-5-8(15)7(14)4-11(12)16-9/h1-5H,14-15H2",SAKWMMOWGNCYFV-UHFFFAOYSA-N,,244.0515
"InChI=1S/C12H9ClN4O/c13-5-1-8-11(4-12(5)18)17-10-3-7(15)6(14)2-9(10)16-8/h1-4,18H,14-15H2",HKDPABJDSJZFAU-UHFFFAOYSA-N,NC1=CC2=NC3=CC(=C(Cl)C=C3N=C2C=C1N)O,,,C12H9ClN4O,260.046488588,2.1359999999999997,0,1,1,BTM00214,BTM00214,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,39,NC1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1N,"InChI=1S/C12H9ClN4/c13-6-1-2-9-10(3-6)17-12-5-8(15)7(14)4-11(12)16-9/h1-5H,14-15H2",SAKWMMOWGNCYFV-UHFFFAOYSA-N,,244.0515
"InChI=1S/C12H9ClN4O/c13-5-1-2-8-11(12(5)18)17-10-4-7(15)6(14)3-9(10)16-8/h1-4,18H,14-15H2",HQUUVFVYOSHRQZ-UHFFFAOYSA-N,NC1=CC2=NC3=CC=C(Cl)C(=C3N=C2C=C1N)O,,,C12H9ClN4O,260.046488588,2.1359999999999997,0,1,1,BTM00217,BTM00217,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,39,NC1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1N,"InChI=1S/C12H9ClN4/c13-6-1-2-9-10(3-6)17-12-5-8(15)7(14)4-11(12)16-9/h1-5H,14-15H2",SAKWMMOWGNCYFV-UHFFFAOYSA-N,,244.0515
"InChI=1S/C12H9ClN4O/c13-5-1-10-12(11(18)2-5)17-9-4-7(15)6(14)3-8(9)16-10/h1-4,18H,14-15H2",OXZSYWIQHGZQQM-UHFFFAOYSA-N,NC1=CC2=NC3=C(C=C(Cl)C=C3N=C2C=C1N)O,,,C12H9ClN4O,260.046488588,2.1359999999999997,0,1,1,BTM00218,BTM00218,Hydroxylation of aromatic carbon meta to halide group,BTMR1039,"CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,39,NC1=CC2=NC3=CC=C(Cl)C=C3N=C2C=C1N,"InChI=1S/C12H9ClN4/c13-6-1-2-9-10(3-6)17-12-5-8(15)7(14)4-11(12)16-9/h1-5H,14-15H2",SAKWMMOWGNCYFV-UHFFFAOYSA-N,,244.0515
"InChI=1S/C12H10N4O/c13-6-1-2-8-9(3-6)16-11-5-12(17)7(14)4-10(11)15-8/h1-5,17H,13-14H2",NAABLVQSAVIYCX-UHFFFAOYSA-N,NC1=C(C=C2N=C3C=C(N)C=CC3=NC2=C1)O,,,C12H10N4O,226.08546094,1.4716,0,1,1,BTM00219,BTM00219,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,40,NC1=CC=C2N=C3C=C(N)C=CC3=NC2=C1,"InChI=1S/C12H10N4/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,13-14H2",ZNXLTODDKYXLAD-UHFFFAOYSA-N,,210.0905
"InChI=1S/C12H10N4O/c13-7-1-3-9-11(5-7)14-10-4-2-8(16-17)6-12(10)15-9/h1-6,16-17H,13H2",HURVRWCBUYUPBI-UHFFFAOYSA-N,N(C1=CC=C2N=C3C=C(N)C=CC3=NC2=C1)O,,,C12H10N4O,226.08546094000002,1.7316999999999994,0,1,1,BTM00220,BTM00220,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,40,NC1=CC=C2N=C3C=C(N)C=CC3=NC2=C1,"InChI=1S/C12H10N4/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,13-14H2",ZNXLTODDKYXLAD-UHFFFAOYSA-N,,210.0905
"InChI=1S/C18H13NO/c19-17-9-12-6-8-14-13-4-2-1-3-11(13)5-7-15(14)16(12)10-18(17)20/h1-10,20H,19H2",YPQYHVOHDXVBPR-UHFFFAOYSA-N,NC1=C(C=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1)O,,,C18H13NO,259.099714036,3.6685999999999996,1,0,0,BTM00221,BTM00221,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C18H13NO/c19-13-4-8-15-12(9-13)3-7-17-16(15)6-2-11-1-5-14(20)10-18(11)17/h1-10,20H,19H2",YQOYDBMDRFYBJW-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=C4C=C(C=CC4=CC=C23)O)=C1,,,C18H13NO,259.09971403599997,3.6685999999999996,0,0,0,BTM00222,BTM00222,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C18H13NO/c19-13-3-7-15-11(9-13)1-5-18-16-8-4-14(20)10-12(16)2-6-17(15)18/h1-10,20H,19H2",BZIKDAOFBKCFLP-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=C4C=CC(=CC4=CC=C23)O)=C1,,,C18H13NO,259.09971403599997,3.6685999999999996,0,0,0,BTM00223,BTM00223,Aromatic hydroxylation of fused benzene ring,BTMR1030,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C18H13NO/c19-17-10-9-15-14-6-5-11-3-1-2-4-12(11)13(14)7-8-16(15)18(17)20/h1-10,20H,19H2",UFKGWXUFCALRMS-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1O,,,C18H13NO,259.099714036,3.6685999999999996,1,0,0,BTM00224,BTM00224,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C18H13NO/c19-13-6-9-14-12(10-13)5-8-16-15(14)7-4-11-2-1-3-17(20)18(11)16/h1-10,20H,19H2",KKLVJIFCFFBFLQ-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=C4C(=CC=CC4=CC=C23)O)=C1,,,C18H13NO,259.099714036,3.6685999999999996,0,0,0,BTM00225,BTM00225,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C18H13NO/c19-12-5-7-13-11(10-12)4-6-16-14-2-1-3-18(20)17(14)9-8-15(13)16/h1-10,20H,19H2",UJIZUHCLNNSMAI-UHFFFAOYSA-N,NC1=CC=C2C(C=CC3=C4C=CC=C(C4=CC=C23)O)=C1,,,C18H13NO,259.09971403599997,3.6685999999999996,0,0,0,BTM00226,BTM00226,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C18H13NO/c19-13-9-12-6-7-15-14-4-2-1-3-11(14)5-8-16(15)18(12)17(20)10-13/h1-10,20H,19H2",LGTVIRQHQGHISW-UHFFFAOYSA-N,NC1=CC(=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1)O,,,C18H13NO,259.099714036,3.6685999999999996,0,0,0,BTM00227,BTM00227,Aromatic hydroxylation of fused benzene ring,BTMR1031,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C18H13NO/c20-19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11,19-20H",KFJLOUIMMRSLQC-UHFFFAOYSA-N,N(C1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1)O,,,C18H13NO,259.09971403599997,3.928699999999999,1,0,0,BTM00228,BTM00228,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
