InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C20H15NO/c1-13(22)21-16-8-11-18-15(12-16)7-10-19-17-5-3-2-4-14(17)6-9-20(18)19/h2-12H,1H3,(H,21,22)",DVUAWOUMLFKRSA-UHFFFAOYSA-N,N(C1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1)C(=O)C,,,C20H15NO,285.1153641,3.9065999999999996,1,0,0,BTM00099,BTM00099,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,41,NC1=CC=C2C(C=CC3=C4C=CC=CC4=CC=C23)=C1,"InChI=1S/C18H13N/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11H,19H2",KSDIHKMNSYWRFB-UHFFFAOYSA-N,,243.1047
"InChI=1S/C22H19NO6/c24-17-18(25)20(22(27)28)29-21(19(17)26)23-11-8-10-4-3-7-14-12-5-1-2-6-13(12)15(9-11)16(10)14/h1-9,17-21,23-26H,(H,27,28)",UBNVARFQISTLNC-UHFFFAOYSA-N,N(C1=CC2=CC=CC=3C4=CC=CC=C4C(=C1)C23)C5OC(C(O)C(O)C5O)C(O)=O,,,C22H19NO6,393.121237328,1.8280999999999998,0,1,1,BTM00100,BTM00100,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,42,NC1=CC2=CC=CC=3C4=CC=CC=C4C(=C1)C23,"InChI=1S/C16H11N/c17-11-8-10-4-3-7-14-12-5-1-2-6-13(12)15(9-11)16(10)14/h1-9H,17H2",FREJZSNCUFQJEK-UHFFFAOYSA-N,,217.0891
"InChI=1S/C18H13NO/c1-11(20)19-13-9-12-5-4-8-16-14-6-2-3-7-15(14)17(10-13)18(12)16/h2-10H,1H3,(H,19,20)",DCGVCFDUNWGKEI-UHFFFAOYSA-N,N(C1=CC2=CC=CC=3C4=CC=CC=C4C(=C1)C23)C(=O)C,,,C18H13NO,259.09971403599997,3.2965999999999993,0,0,0,BTM00101,BTM00101,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,42,NC1=CC2=CC=CC=3C4=CC=CC=C4C(=C1)C23,"InChI=1S/C16H11N/c17-11-8-10-4-3-7-14-12-5-1-2-6-13(12)15(9-11)16(10)14/h1-9H,17H2",FREJZSNCUFQJEK-UHFFFAOYSA-N,,217.0891
"InChI=1S/C18H17N3O6/c22-13-14(23)16(18(25)26)27-17(15(13)24)19-8-5-6-11-12(7-8)21-10-4-2-1-3-9(10)20-11/h1-7,13-17,19,22-24H,(H,25,26)",QIKHMHUTGFHCBV-UHFFFAOYSA-N,N(C1=CC=C2N=C3C=CC=CC3=NC2=C1)C4OC(C(O)C(O)C4O)C(O)=O,,,C18H17N3O6,371.111735264,0.8603000000000005,0,1,1,BTM00102,BTM00102,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,43,NC1=CC=C2N=C3C=CC=CC3=NC2=C1,"InChI=1S/C12H9N3/c13-8-5-6-11-12(7-8)15-10-4-2-1-3-9(10)14-11/h1-7H,13H2",RHQTYDDJBYBCQV-UHFFFAOYSA-N,,195.0796
"InChI=1S/C14H11N3O/c1-9(18)15-10-6-7-13-14(8-10)17-12-5-3-2-4-11(12)16-13/h2-8H,1H3,(H,15,18)",WWKXQHLLOBUTGE-UHFFFAOYSA-N,N(C1=CC=C2N=C3C=CC=CC3=NC2=C1)C(=O)C,,,C14H11N3O,237.090211972,2.3288,0,0,0,BTM00103,BTM00103,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,43,NC1=CC=C2N=C3C=CC=CC3=NC2=C1,"InChI=1S/C12H9N3/c13-8-5-6-11-12(7-8)15-10-4-2-1-3-9(10)14-11/h1-7H,13H2",RHQTYDDJBYBCQV-UHFFFAOYSA-N,,195.0796
"InChI=1S/C12H15ClN2O6/c13-5-2-1-4(3-6(5)14)15-11-9(18)7(16)8(17)10(21-11)12(19)20/h1-3,7-11,15-18H,14H2,(H,19,20)",WEOPEWKNRXNNRP-UHFFFAOYSA-N,N(C1=CC=C(Cl)C(N)=C1)C2OC(C(O)C(O)C2O)C(O)=O,,,C12H15ClN2O6,318.06186388,-0.11450000000000016,1,1,1,BTM00104,BTM00104,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,44,NC1=CC=C(Cl)C(N)=C1,"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",ZWUBBMDHSZDNTA-UHFFFAOYSA-N,,142.0297
"InChI=1S/C12H15ClN2O6/c13-5-2-1-4(14)3-6(5)15-11-9(18)7(16)8(17)10(21-11)12(19)20/h1-3,7-11,15-18H,14H2,(H,19,20)",DBRZDXYJQZUZKS-UHFFFAOYSA-N,NC1=CC=C(Cl)C(NC2OC(C(O)C(O)C2O)C(O)=O)=C1,,,C12H15ClN2O6,318.06186388,-0.11450000000000016,1,1,1,BTM00105,BTM00105,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,44,NC1=CC=C(Cl)C(N)=C1,"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",ZWUBBMDHSZDNTA-UHFFFAOYSA-N,,142.0297
"InChI=1S/C8H9ClN2O/c1-5(12)11-6-2-3-7(9)8(10)4-6/h2-4H,10H2,1H3,(H,11,12)",MIIPQGGYCFVDAI-UHFFFAOYSA-N,N(C1=CC=C(Cl)C(N)=C1)C(=O)C,,,C8H9ClN2O,184.040340588,1.3539999999999994,0,0,0,BTM00106,BTM00106,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,44,NC1=CC=C(Cl)C(N)=C1,"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",ZWUBBMDHSZDNTA-UHFFFAOYSA-N,,142.0297
"InChI=1S/C8H9ClN2O/c1-5(12)11-8-4-6(10)2-3-7(8)9/h2-4H,10H2,1H3,(H,11,12)",KVTQSFAUWXNUGN-UHFFFAOYSA-N,NC1=CC=C(Cl)C(NC(=O)C)=C1,,,C8H9ClN2O,184.040340588,1.3539999999999994,0,0,0,BTM00107,BTM00107,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,44,NC1=CC=C(Cl)C(N)=C1,"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",ZWUBBMDHSZDNTA-UHFFFAOYSA-N,,142.0297
"InChI=1S/C8H9ClN2O/c1-5(12)11-6-2-3-7(9)8(10)4-6/h2-4H,10H2,1H3,(H,11,12)",MIIPQGGYCFVDAI-UHFFFAOYSA-N,N(C1=CC=C(Cl)C(N)=C1)C(=O)C,,,C8H9ClN2O,184.040340588,1.3539999999999994,0,0,0,BTM00106,BTM00106,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,44,NC1=CC=C(Cl)C(N)=C1,"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",ZWUBBMDHSZDNTA-UHFFFAOYSA-N,,142.0297
"InChI=1S/C8H9ClN2O/c1-5(12)11-8-4-6(10)2-3-7(8)9/h2-4H,10H2,1H3,(H,11,12)",KVTQSFAUWXNUGN-UHFFFAOYSA-N,NC1=CC=C(Cl)C(NC(=O)C)=C1,,,C8H9ClN2O,184.040340588,1.3539999999999994,0,0,0,BTM00107,BTM00107,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,44,NC1=CC=C(Cl)C(N)=C1,"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",ZWUBBMDHSZDNTA-UHFFFAOYSA-N,,142.0297
"InChI=1S/C15H16N2O6/c18-10-11(19)13(15(21)22)23-14(12(10)20)17-8-5-7-3-1-2-4-9(7)16-6-8/h1-6,10-14,17-20H,(H,21,22)",KTASWVPNUMERGO-UHFFFAOYSA-N,N(C1=CN=C2C=CC=CC2=C1)C3OC(C(O)C(O)C3O)C(O)=O,,,C15H16N2O6,320.100836232,-0.10079999999999953,0,1,1,BTM00108,BTM00108,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,45,NC1=CN=C2C=CC=CC2=C1,"InChI=1S/C9H8N2/c10-8-5-7-3-1-2-4-9(7)11-6-8/h1-6H,10H2",SVNCRRZKBNSMIV-UHFFFAOYSA-N,,144.0687
"InChI=1S/C19H20Cl2N2O6/c20-10-6-8(1-3-12(10)22)5-9-2-4-13(11(21)7-9)23-18-16(26)14(24)15(25)17(29-18)19(27)28/h1-4,6-7,14-18,23-26H,5,22H2,(H,27,28)",WAHSIPRGCUJVRE-UHFFFAOYSA-N,N(C1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl)C3OC(C(O)C(O)C3O)C(O)=O,,,C19H20Cl2N2O6,442.06984172,2.5245,1,1,1,BTM00109,BTM00109,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,46,NC1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl,"InChI=1S/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2",IBOFVQJTBBUKMU-UHFFFAOYSA-N,,266.0377
"InChI=1S/C15H14Cl2N2O/c1-9(20)19-15-5-3-11(8-13(15)17)6-10-2-4-14(18)12(16)7-10/h2-5,7-8H,6,18H2,1H3,(H,19,20)",JCHPXNSTFVJJLN-UHFFFAOYSA-N,N(C1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl)C(=O)C,,,C15H14Cl2N2O,308.04831842799996,3.9929999999999994,0,0,0,BTM00110,BTM00110,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,46,NC1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl,"InChI=1S/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2",IBOFVQJTBBUKMU-UHFFFAOYSA-N,,266.0377
"InChI=1S/C15H14Cl2N2O/c1-9(20)19-15-5-3-11(8-13(15)17)6-10-2-4-14(18)12(16)7-10/h2-5,7-8H,6,18H2,1H3,(H,19,20)",JCHPXNSTFVJJLN-UHFFFAOYSA-N,N(C1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl)C(=O)C,,,C15H14Cl2N2O,308.04831842799996,3.9929999999999994,0,0,0,BTM00110,BTM00110,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,46,NC1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl,"InChI=1S/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2",IBOFVQJTBBUKMU-UHFFFAOYSA-N,,266.0377
"InChI=1S/C18H22N4O6/c19-9-3-1-7(5-10(9)20)8-2-4-12(11(21)6-8)22-17-15(25)13(23)14(24)16(28-17)18(26)27/h1-6,13-17,22-25H,19-21H2,(H,26,27)",SFDHZXFYHMTEBP-UHFFFAOYSA-N,N(C1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2)C3OC(C(O)C(O)C3O)C(O)=O,,,C18H22N4O6,390.153934424,-0.7537000000000007,1,1,1,BTM00111,BTM00111,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,47,NC1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2,"InChI=1S/C12H14N4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,13-16H2",HSTOKWSFWGCZMH-UHFFFAOYSA-N,,214.1218
"InChI=1S/C18H22N4O6/c19-9-3-1-7(5-11(9)21)8-2-4-10(20)12(6-8)22-17-15(25)13(23)14(24)16(28-17)18(26)27/h1-6,13-17,22-25H,19-21H2,(H,26,27)",LWGCLGWVSLMJJW-UHFFFAOYSA-N,NC1=CC=C(C=C1N)C2=CC=C(N)C(NC3OC(C(O)C(O)C3O)C(O)=O)=C2,,,C18H22N4O6,390.153934424,-0.7537000000000007,1,1,1,BTM00112,BTM00112,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,47,NC1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2,"InChI=1S/C12H14N4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,13-16H2",HSTOKWSFWGCZMH-UHFFFAOYSA-N,,214.1218
"InChI=1S/C14H16N4O/c1-8(19)18-14-5-3-10(7-13(14)17)9-2-4-11(15)12(16)6-9/h2-7H,15-17H2,1H3,(H,18,19)",AXCOBNXWKAJPSM-UHFFFAOYSA-N,N(C1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2)C(=O)C,,,C14H16N4O,256.132411132,0.7147999999999998,0,1,1,BTM00113,BTM00113,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,47,NC1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2,"InChI=1S/C12H14N4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,13-16H2",HSTOKWSFWGCZMH-UHFFFAOYSA-N,,214.1218
"InChI=1S/C14H16N4O/c1-8(19)18-14-7-10(3-5-12(14)16)9-2-4-11(15)13(17)6-9/h2-7H,15-17H2,1H3,(H,18,19)",OZUFIRALGLUPGM-UHFFFAOYSA-N,NC1=CC=C(C=C1N)C2=CC=C(N)C(NC(=O)C)=C2,,,C14H16N4O,256.132411132,0.7147999999999998,0,1,1,BTM00114,BTM00114,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,47,NC1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2,"InChI=1S/C12H14N4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,13-16H2",HSTOKWSFWGCZMH-UHFFFAOYSA-N,,214.1218
"InChI=1S/C14H16N4O/c1-8(19)18-14-5-3-10(7-13(14)17)9-2-4-11(15)12(16)6-9/h2-7H,15-17H2,1H3,(H,18,19)",AXCOBNXWKAJPSM-UHFFFAOYSA-N,N(C1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2)C(=O)C,,,C14H16N4O,256.132411132,0.7147999999999998,0,1,1,BTM00113,BTM00113,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,47,NC1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2,"InChI=1S/C12H14N4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,13-16H2",HSTOKWSFWGCZMH-UHFFFAOYSA-N,,214.1218
"InChI=1S/C14H16N4O/c1-8(19)18-14-7-10(3-5-12(14)16)9-2-4-11(15)13(17)6-9/h2-7H,15-17H2,1H3,(H,18,19)",OZUFIRALGLUPGM-UHFFFAOYSA-N,NC1=CC=C(C=C1N)C2=CC=C(N)C(NC(=O)C)=C2,,,C14H16N4O,256.132411132,0.7147999999999998,0,1,1,BTM00114,BTM00114,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,47,NC1=CC=C(C=C1N)C2=CC=C(N)C(N)=C2,"InChI=1S/C12H14N4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,13-16H2",HSTOKWSFWGCZMH-UHFFFAOYSA-N,,214.1218
"InChI=1S/C19H19NO6/c21-14-15(22)17(19(24)25)26-18(16(14)23)20-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8,14-18,20-23H,7H2,(H,24,25)",WZDXWGLBHXOFMO-UHFFFAOYSA-N,N(C1=CC=C2C(CC3=CC=CC=C23)=C1)C4OC(C(O)C(O)C4O)C(O)=O,,,C19H19NO6,357.121237328,1.3759000000000003,0,1,1,BTM00115,BTM00115,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,48,NC1=CC=C2C(CC3=CC=CC=C23)=C1,"InChI=1S/C13H11N/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7,14H2",CFRFHWQYWJMEJN-UHFFFAOYSA-N,,181.0891
"InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)",CZIHNRWJTSTCEX-UHFFFAOYSA-N,N(C1=CC=C2C(CC3=CC=CC=C23)=C1)C(=O)C,,,C15H13NO,223.099714036,2.8443999999999994,0,0,0,BTM00116,BTM00116,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,48,NC1=CC=C2C(CC3=CC=CC=C23)=C1,"InChI=1S/C13H11N/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7,14H2",CFRFHWQYWJMEJN-UHFFFAOYSA-N,,181.0891
"InChI=1S/C18H18ClNO6/c19-11-5-1-9(2-6-11)10-3-7-12(8-4-10)20-17-15(23)13(21)14(22)16(26-17)18(24)25/h1-8,13-17,20-23H,(H,24,25)",GCFVASQATOSXGN-UHFFFAOYSA-N,N(C1=CC=C(C=C1)C2=CC=C(Cl)C=C2)C3OC(C(O)C(O)C3O)C(O)=O,,,C18H18ClNO6,379.082264976,2.0230999999999986,0,1,1,BTM00117,BTM00117,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,49,NC1=CC=C(C=C1)C2=CC=C(Cl)C=C2,"InChI=1S/C12H10ClN/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,14H2",OREQWMWYRYXCDF-UHFFFAOYSA-N,,203.0501
"InChI=1S/C14H12ClNO/c1-10(17)16-14-8-4-12(5-9-14)11-2-6-13(15)7-3-11/h2-9H,1H3,(H,16,17)",YNLAKWNPIRWFSK-UHFFFAOYSA-N,N(C1=CC=C(C=C1)C2=CC=C(Cl)C=C2)C(=O)C,,,C14H12ClNO,245.060741684,3.4915999999999996,0,0,0,BTM00118,BTM00118,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,49,NC1=CC=C(C=C1)C2=CC=C(Cl)C=C2,"InChI=1S/C12H10ClN/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,14H2",OREQWMWYRYXCDF-UHFFFAOYSA-N,,203.0501
"InChI=1S/C14H12ClNO/c1-10(17)16-14-8-4-12(5-9-14)11-2-6-13(15)7-3-11/h2-9H,1H3,(H,16,17)",YNLAKWNPIRWFSK-UHFFFAOYSA-N,N(C1=CC=C(C=C1)C2=CC=C(Cl)C=C2)C(=O)C,,,C14H12ClNO,245.060741684,3.4915999999999996,0,0,0,BTM00118,BTM00118,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,49,NC1=CC=C(C=C1)C2=CC=C(Cl)C=C2,"InChI=1S/C12H10ClN/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,14H2",OREQWMWYRYXCDF-UHFFFAOYSA-N,,203.0501
"InChI=1S/C11H15N3O6/c12-4-2-1-3-5(13-4)14-10-8(17)6(15)7(16)9(20-10)11(18)19/h1-3,6-10,15-17H,(H,18,19)(H3,12,13,14)",OJPSLTNHYUHAFR-UHFFFAOYSA-N,N(C1=CC=CC(N)=N1)C2OC(C(O)C(O)C2O)C(O)=O,,,C11H15N3O6,285.09608519999995,-1.6981000000000002,1,1,1,BTM00119,BTM00119,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,50,NC1=CC=CC(N)=N1,"InChI=1S/C5H7N3/c6-4-2-1-3-5(7)8-4/h1-3H,(H4,6,7,8)",VHNQIURBCCNWDN-UHFFFAOYSA-N,,109.0639
"InChI=1S/C17H16N6O8/c24-9-10(25)12(17(27)28)31-16(11(9)26)22-15-8-14(18-5-19-15)21-13(20-8)6-1-3-7(4-2-6)23(29)30/h1-5,9-12,16,24-26H,(H,27,28)(H2,18,19,20,21,22)",IPLUILTWUYWCEH-UHFFFAOYSA-N,N(C1=NC=NC=2N=C(NC12)C3=CC=C(C=C3)[N+]([O-])=O)C4OC(C(O)C(O)C4O)C(O)=O,,,C17H16N6O8,432.102961472,0.13880000000000048,1,1,1,BTM00120,BTM00120,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,51,NC1=NC=NC=2N=C(NC12)C3=CC=C(C=C3)[N+]([O-])=O,"InChI=1S/C11H8N6O2/c12-9-8-11(14-5-13-9)16-10(15-8)6-1-3-7(4-2-6)17(18)19/h1-5H,(H3,12,13,14,15,16)",QJPOCIZCOMVWOR-UHFFFAOYSA-N,,256.0708
"InChI=1S/C20H19NO6/c22-15-16(23)18(20(25)26)27-19(17(15)24)21-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9,15-19,21-24H,(H,25,26)",DRMXQLBATYZYKZ-UHFFFAOYSA-N,N(C1=CC=C2C=C3C=CC=CC3=CC2=C1)C4OC(C(O)C(O)C4O)C(O)=O,,,C20H19NO6,369.121237328,1.5296999999999998,0,1,1,BTM00121,BTM00121,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,52,NC1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1S/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2",YCSBALJAGZKWFF-UHFFFAOYSA-N,,193.0891
"InChI=1S/C16H13NO/c1-11(18)17-16-7-6-14-8-12-4-2-3-5-13(12)9-15(14)10-16/h2-10H,1H3,(H,17,18)",NEXGLKJLQODWDW-UHFFFAOYSA-N,N(C1=CC=C2C=C3C=CC=CC3=CC2=C1)C(=O)C,,,C16H13NO,235.099714036,2.9981999999999993,0,0,0,BTM00122,BTM00122,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,52,NC1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1S/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2",YCSBALJAGZKWFF-UHFFFAOYSA-N,,193.0891
"InChI=1S/C19H18N2O6/c22-14-15(23)17(19(25)26)27-18(16(14)24)20-11-6-5-10-7-9-3-1-2-4-12(9)21-13(10)8-11/h1-8,14-18,20,22-24H,(H,25,26)",HSFBHNHVRIYJLD-UHFFFAOYSA-N,N(C1=CC=C2C=C3C=CC=CC3=NC2=C1)C4OC(C(O)C(O)C4O)C(O)=O,,,C19H18N2O6,370.11648629599995,1.1538999999999997,0,1,1,BTM00123,BTM00123,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,53,NC1=CC=C2C=C3C=CC=CC3=NC2=C1,"InChI=1S/C13H10N2/c14-11-6-5-10-7-9-3-1-2-4-12(9)15-13(10)8-11/h1-8H,14H2",GHCKERHPOQWERJ-UHFFFAOYSA-N,,194.0843
"InChI=1S/C15H12N2O/c1-10(18)16-13-7-6-12-8-11-4-2-3-5-14(11)17-15(12)9-13/h2-9H,1H3,(H,16,18)",AOFMKIDPLZIMSQ-UHFFFAOYSA-N,N(C1=CC=C2C=C3C=CC=CC3=NC2=C1)C(=O)C,,,C15H12N2O,236.094963004,2.6224,0,0,0,BTM00124,BTM00124,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,53,NC1=CC=C2C=C3C=CC=CC3=NC2=C1,"InChI=1S/C13H10N2/c14-11-6-5-10-7-9-3-1-2-4-12(9)15-13(10)8-11/h1-8H,14H2",GHCKERHPOQWERJ-UHFFFAOYSA-N,,194.0843
"InChI=1S/C12H16N2O6/c13-5-2-1-3-6(4-5)14-11-9(17)7(15)8(16)10(20-11)12(18)19/h1-4,7-11,14-17H,13H2,(H,18,19)",IGUVNHPYRNJARG-UHFFFAOYSA-N,N(C1=CC=CC(N)=C1)C2OC(C(O)C(O)C2O)C(O)=O,,,C12H16N2O6,284.100836232,-0.9062999999999999,1,1,1,BTM00125,BTM00125,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,54,NC1=CC=CC(N)=C1,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2",WZCQRUWWHSTZEM-UHFFFAOYSA-N,,108.0687
"InChI=1S/C8H10N2O/c1-6(11)10-8-4-2-3-7(9)5-8/h2-5H,9H2,1H3,(H,10,11)",PEMGGJDINLGTON-UHFFFAOYSA-N,N(C1=CC=CC(N)=C1)C(=O)C,,,C8H10N2O,150.07931294,0.5621999999999997,0,0,0,BTM00126,BTM00126,N-Acetylation of arylamine,BTMR0187,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,54,NC1=CC=CC(N)=C1,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2",WZCQRUWWHSTZEM-UHFFFAOYSA-N,,108.0687
"InChI=1S/C8H10N2O/c1-6(11)10-8-4-2-3-7(9)5-8/h2-5H,9H2,1H3,(H,10,11)",PEMGGJDINLGTON-UHFFFAOYSA-N,N(C1=CC=CC(N)=C1)C(=O)C,,,C8H10N2O,150.07931294,0.5621999999999997,0,0,0,BTM00126,BTM00126,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,54,NC1=CC=CC(N)=C1,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2",WZCQRUWWHSTZEM-UHFFFAOYSA-N,,108.0687
"InChI=1S/C15H16N2O6/c18-10-11(19)13(15(21)22)23-14(12(10)20)17-9-6-5-7-3-1-2-4-8(7)16-9/h1-6,10-14,18-20H,(H,16,17)(H,21,22)",HNUHJZSVUYGRBL-UHFFFAOYSA-N,N(C1=CC=C2C=CC=CC2=N1)C3OC(C(O)C(O)C3O)C(O)=O,,,C15H16N2O6,320.100836232,-0.00360000000000002,0,1,1,BTM00127,BTM00127,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,55,NC1=CC=C2C=CC=CC2=N1,"InChI=1S/C9H8N2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H2,10,11)",GCMNJUJAKQGROZ-UHFFFAOYSA-N,,144.0687
