smiles,Ames
Nc1ccc2cc3ccc(N)cc3nc2c1,1
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,1
Nc1ccccc1N,1
Nc1ccc(N)cc1,1
Nc1nc(N)c(N)c(O)n1,1
Nc1ccc(Nc2ccccc2)cc1,0
Nc1cccc2ncccc12,1
Nc1nc2ccc(O)cc2[nH]1,1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,1
Nc1cc(-c2ccncc2)c[nH]c1=O,0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0
Nc1ccc(/N=N/c2ccccc2)cc1,1
Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1,1
Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,1
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1
Nc1cccc2cccc(S(=O)(=O)O)c12,1
Nc1ccn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,0
Nc1ccc(/N=N/c2ccc(N)cc2)cc1,1
Nc1cc(Cl)nc(C(=O)O)c1Cl,0
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2nc[nH]c12,1
Nc1cc(Cl)c([N+](=O)[O-])cc1O,1
Nc1c2cc([N+](=O)[O-])ccc2nc2ccc([N+](=O)[O-])cc12,1
Nc1ccc2[nH]c3ccccc3c2c1,1
Nc1ccc2ccccc2c1/N=N/c1ccc([N+](=O)[O-])cc1,1
Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0
Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c12,1
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,0
Nc1c(C(=O)O)cc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O,1
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0
Nc1cc2c3c(ccc2c2ccccc12)[C@H](O)[C@@H](O)C=C3,1
Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12,1
Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1
Nc1ccc2cc3ccccc3cc2c1,1
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1CCCl,0
Nc1ccc2nc3ccc(N)cc3[s+]c2c1,1
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,0
Nc1cc(N)c(N=Nc2ccc(S(=O)(=O)O)cc2)cc1N=Nc1ccc(-c2ccc(N=Nc3ccc(O)c(C(=O)[O-])c3)cc2)cc1.Nc1cc(N)c(N=Nc2ccc(S(=O)(=O)O)cc2)cc1N=Nc1ccc(-c2ccc(N=Nc3ccc(O)c(C(=O)[O-])c3)cc2)cc1,1
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3[o+]c2c1,0
[NH3+]c1ccc(Cl)cc1,1
Nc1ccc(N)c(S(=O)(=O)O)c1,0
Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])ccc2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])ccc34)c(Cl)c2)cc1Cl,0
[NH3+]c1c(O)ccc2ccccc12,0
Nc1ccc2nc3c(cc(N)c4ccccc43)[o+]c2c1.[O-][Cl+3]([O-])([O-])[O-],1
Nc1ccc(-c2ccc(N)cc2)cc1,1
Nc1ncnc2c1ncn2C1CCC(CO)O1,0
